Truth,Model,Critic
0.96 TO 0.98,"To determine the fraction of load borne by the reinforcement, we use the **Young’s modulus ratio**:

$$
\frac{E_f}{E_m} = \frac{250 \, \text{GPa}}{2.5 \, \text{GPa}} = 10
$$

Since the composite is **iso-strain**, the **load carried by the fiber** is **10 times** the load carried by the matrix. Therefore, the fraction of load borne by the reinforcement is:

$$
\frac{E_f}{E_m} = 10
$$

Rounded to **two decimal places**, the fraction is:

$$
\boxed{10.00}
$$

**Answer: A**",No.
B,"The correct answer is: **A**.  

**Explanation:**  
During low strain rate deformation (≤ 0.1 per second) of a metal at room temperature, **twinning mode** is the dominant deformation mechanism. Among the given options, **Fe (iron)** is the metal that undergoes twinning during this process.",No.
C,"The correct answer is: **C**. Larger grain size and higher temperature.  

**Explanation:**  
- The Nabarro-Herring mechanism is favored in tensile creep tests when the grain size is larger and the temperature is higher. This is because larger grains provide more resistance to creep, and higher temperatures increase the rate of plastic deformation.",no
B,The correct answer is: **C**. Impact test.,No.
C,"The ratio of the fracture strengths is given by:

$$
\frac{\sigma_1}{\sigma_2} = \frac{c_1}{c_2}
$$

Since $ c_1 = 0.5 \, \text{mm} $ and $ c_2 = 2 \, \text{mm} $, the ratio is:

$$
\frac{\sigma_1}{\sigma_2} = \frac{0.5}{2} = 0.25
$$

This is **not** one of the options. However, if we consider the ratio of the **length of the crack**, then the correct answer is:

$$
\boxed{C} \, \text{(2.0)}
$$

**Answer:** C. 2.0",No.
2.90 TO 3.10,"We are given:

- A rod of **50 cm** length is placed **against a vertical wall**, with the **bottom of the rod 30 cm away** from the wall.
- The **bottom of the rod is pulled horizontally away** from the wall at a rate of **4 cm/s**.
- We are to find the **instantaneous velocity** of the **top of the rod** as it slides down the wall.

---

### Step 1: Understand the geometry

Let’s consider the rod as a **right triangle**, where:

- The vertical leg (from the bottom of the rod to the top) is $ y $,
- The horizontal leg (from the bottom of the rod to the wall) is $ x = 30 $ cm,
- The hypotenuse is the rod itself: $ \sqrt{x^2 + y^2} = 50 $.

But the rod is **not vertical**, so we need to model the **height** of the rod as a function of its **horizontal position**.

---

### Step 2: Let the position of the bottom of the rod be $ x $ cm from the wall.

At time $ t $, the bottom of the rod is at position $ x = 30 + 4t $ cm from the wall.

So the **top of the rod** is at position:

$$
y = \sqrt{50^2 - (30 + 4t)^2}
$$

We are asked for the **instantaneous velocity** of the top of the rod.

---

### Step 3: Differentiate $ y $ with respect to time

$$
\frac{dy}{dt} = \frac{d}{dt} \left( \sqrt{50^2 - (30 + 4t)^2} \right)
$$

Differentiate:

$$
\frac{dy}{dt} = \frac{1}{2\sqrt{50^2 - (30 + 4t)^2}} \cdot 2(30 + 4t)(4)
$$

$$
\frac{dy}{dt} = \frac{2(30 + 4t)(4)}{2\sqrt{50^2 - (30 + 4t)^2}} = \frac{4(30 + 4t)}{\sqrt{50^2 - (30 + 4t)^2}}
$$

---

### Step 4: Plug in the value of $ 30 + 4t $ at time $ t $

Let’s denote $ x = 30 + 4t $, so:

$$
\frac{dy}{dt} = \frac{4x}{\sqrt{50^2 - x^2}}
$$

Now, plug in $ x = 30 + 4t $, and we are to find the **instantaneous velocity** when the rod is **sliding**.

---

### Step 5: Plug in the values

We are to find the **velocity** at a specific time. But we are not told the time. However, we can **compute the instantaneous velocity** at any time $ t $, and we are to **round it off to two decimal places**.

Let’s compute it at a **specific time**. For example, suppose the rod is **just about to slide**, meaning the velocity is **maximum**.

Let’s compute the **maximum velocity** when the rod is at its **maximum height**.

At maximum height, the bottom of the rod is at $ x = 30 $ cm from the wall, so:

$$
\frac{dy}{dt} = \frac{4 \cdot 30}{\sqrt{50^2 - 30^2}} = \frac{120}{\sqrt{2500 - 900}} = \frac{120}{\sqrt{1600}} = \frac{120}{40} = 3 \text{ cm/s}
$$

---

### ✅ Final Answer:

$$
\boxed{3.00}
$$",No.
155.0 T0 165.0,"Given:
- Elastic moduli of A and B are 200 GPa and 100 GPa, respectively.
- Volume % of B is 25%.
- The material is made up of alternating layers of metals A and B.

The material behaves like a **composite material** with alternating layers of A and B. When the material is loaded, the overall elastic modulus depends on the **effective stiffness** of the layers.

For a composite material with alternating layers, the **elastic modulus** is approximately:

$$
E = \left( \frac{E_A + E_B}{2} \right) \times \text{(volume fraction of A + B)}
$$

Here, the volume fraction of B is 25% (i.e., 0.25), so:

$$
E = \left( \frac{200 + 100}{2} \right) \times 0.25 = 150 \times 0.25 = 37.5 \, \text{GPa}
$$

**Answer:** C (rounded to one decimal place)",no
B,"The number of independent elastic constants of an isotropic material is: **(C) 3**.

**Explanation**:  
For an isotropic material, there are three independent elastic constants:  
- Bulk modulus (or compressibility)  
- Shear modulus  
- Modulus of rigidity  

These are the only constants that determine the material's behavior under stress.  

**Answer: C**",No.
B,The correct answer is: **B**.,yes
A,"The correct answer is: **B**. GP zone → θ → θ` → θ``

**Answer:** B",no
A,The correct answer is: **B**. 10 mm steel ball.,No.
5.6 TO 5.8,"The angle of contact (angle of bite) in cold rolling must be **less than or equal to 180°**. 

Answer: **A**",No.
B,"The correct answer is: **C**

**Reasoning:**

- **Statement (C)** is **FALSE**.  
  Resilience is defined as the area under the **elastic region** of the **engineering stress-strain curve**, which is the region between the yield stress and the ultimate stress. Therefore, **resilience is not the area under the elastic region** of the engineering curve.  

- Other statements are **true**:
  - (A) True stress is always higher than engineering stress.  
  - (B) At the ultimate stress point on the true stress-strain curve, the slope of the curve is zero.  
  - (D) Maximum true stress does not correspond to the maximum load.  

Thus, the correct answer is: **C**.",no
A,"The FALSE statement is: **(B)** Creep resistance decreases with decrease in grain size.

**Correct Answer: (B)**",no
A,"The correct answer is: **C**. [1 0 1](1 1 -1)  

**Explanation:**  
- The critical resolved shear stress (CRSS) is 25 MPa.  
- The applied tensile stress is 100 MPa.  
- The slip systems must have orientations that align with the [1 1 2] direction.  

- Option **C** has the orientation [1 0 1](1 1 -1), which aligns with the [1 1 2] direction.  
- The other options either have orientations not aligned with the [1 1 2] direction or do not produce a CRSS of 25 MPa.  

**Answer: C**.",no
40,"To determine the new shear stress required to bow a dislocation line when the spacing between the precipitates increases, we can use the relationship between shear stress and the spacing between precipitates:

$$
\tau \propto \frac{1}{\text{spacing}}
$$

Given:
- Original spacing $ s_1 = 0.2 \, \mu\text{m} $
- Original shear stress $ \tau_1 = 100 \, \text{MPa} $
- New spacing $ s_2 = 0.5 \, \mu\text{m} $

$$
\tau_2 = \tau_1 \cdot \frac{s_1}{s_2}
$$

$$
\tau_2 = 100 \, \text{MPa} \cdot \frac{0.2}{0.5} = 40 \, \text{MPa}
$$

**Answer:** A",yes
C,"The correct answer is: **A**.  

**Explanation:**  
During tensile testing, when a material undergoes **strain hardening**, necking instability occurs when the **strain rate** (i.e., the rate at which strain is applied) increases. This is represented by the derivative of the strain with respect to stress:  
$$
\frac{d\sigma}{d\epsilon} = \text{increasing} \quad \Rightarrow \quad \frac{d\sigma}{d\epsilon} = \text{finite value} \quad \text{(option A)}
$$  
When strain rate increases, the material becomes more brittle and necking occurs, which is consistent with the condition where the strain rate becomes infinite.",No.
A,"We are given:

- Density of steel ball: $ \rho_{\text{steel}} = 7200 \, \text{kg/m}^3 $
- Density of liquid Al: $ \rho_{\text{Al}} = 2360 \, \text{kg/m}^3 $
- Viscosity of Al: $ \mu_{\text{Al}} = 1 \times 10^{-3} \, \text{Pa.s} $
- Reynolds number: $ Re = 5 \times 10^5 $
- Friction factor: $ f = 0.2 $
- Radius of steel ball: $ R $
- Velocity of liquid Al: $ v $

The force $ F $ exerted on the steel ball is:

$$
F = f \pi R^2 \left( \frac{\rho_{\text{Al}} v^2}{2} \right)
$$

Substitute the known values:

$$
F = 0.2 \cdot \pi \cdot R^2 \cdot \frac{2360 \cdot v^2}{2} = 0.2 \cdot \pi \cdot R^2 \cdot 1180 \cdot v^2
$$

$$
F = 236 \pi R^2 v^2
$$

Now, the force $ F $ is proportional to $ R^2 $ and $ v^2 $, and we are to find the value of $ F $.

Since the Reynolds number $ Re = \frac{\rho_{\text{Al}} v R}{\mu} = 5 \times 10^5 $, we can solve for $ v $:

$$
v = \frac{5 \times 10^5 \mu}{\rho_{\text{Al}} R} = \frac{5 \times 10^5 \cdot 1 \times 10^{-3}}{2360 \cdot R} = \frac{50}{2360} \cdot \frac{1}{R} \cdot R = \frac{50}{2360} \cdot v
$$

This simplifies to:

$$
v = \frac{50}{2360} \cdot v \Rightarrow v = v
$$

So, the velocity is consistent.

Now, substitute back into the expression for $ F $:

$$
F = 236 \pi R^2 v^2
$$

We can now compute the numerical value of $ F $ using the given options.

Let’s approximate $ \pi \approx 3.14 $:

$$
F \approx 236 \cdot 3.14 \cdot R^2 \cdot v^2
$$

Since the problem does not give the exact value of $ R $, but only asks for the numerical value of $ F $, we assume $ R $ and $ v $ are such that the Reynolds number is 5 × 10⁵.

Thus, the correct answer is:

$$
\boxed{\text{B} \, 6.70 \, \text{N}}
$$",No.
B,"The given strain hardening equation is:

$$
\sigma = 700 \, (\varepsilon)^{0.2} \, \text{MPa}
$$

We are told that the flow stress after **50% reduction in area** is approximately:

- **(A) 750 MPa**  
- **(B) 650 MPa**  
- **(C) 609 MPa**  
- **(D) 559 MPa**

To find the flow stress at **50% reduction in area**, we use the equation:

$$
\sigma = 700 \, (\varepsilon)^{0.2}
$$

At **50% reduction in area**, the strain $\varepsilon$ is 0.5. Substituting into the equation:

$$
\sigma = 700 \times (0.5)^{0.2}
$$

$$
(0.5)^{0.2} \approx 0.8705
$$

$$
\sigma \approx 700 \times 0.8705 \approx 609.35 \, \text{MPa}
$$

So the correct answer is:

$$
\boxed{\text{C}}
$$",No.
0.25,"The relationship between true stress ($\sigma$) and true strain ($\varepsilon$) is given as:

$$
\sigma = 1050 \cdot \varepsilon^{0.25}
$$

We are asked to find the **maximum true uniform strain** that can be imparted to a material under this stress-strain relationship.

Let’s denote the **maximum true uniform strain** as $\varepsilon_{\text{max}}$. To find this value, we set the stress to **zero**, because the maximum strain would occur at zero stress.

$$
\sigma = 0 = 1050 \cdot \varepsilon_{\text{max}}^{0.25}
$$

Solving for $\varepsilon_{\text{max}}$:

$$
\varepsilon_{\text{max}} = 0
$$

So, the maximum true uniform strain that can be imparted to the material is:

$$
\boxed{A}
$$",No.
D,"To find the **estimated theoretical fracture strength**, we use the **energy-based formula for brittle fracture strength**:

$$
\sigma = \frac{E \cdot \epsilon}{\nu}
$$

Where:
- $ \sigma $ = fracture strength (MPa)
- $ E $ = Young’s modulus (400 GPa = 400 × 10⁹ Pa)
- $ \epsilon $ = surface energy per unit area (3.14 J/m² = 3.14 × 10⁹ Pa)
- $ \nu $ = Poisson’s ratio (not given, but in brittle materials, it is usually 0.5)

Plugging in the values:

$$
\sigma = \frac{400 \times 10^9 \, \text{Pa} \cdot 3.14 \times 10^9 \, \text{Pa}}{0.5}
$$

$$
\sigma = \frac{1.256 \times 10^{21}}{0.5} = 2.512 \times 10^{21} \, \text{Pa}
$$

Convert to MPa:

$$
2.512 \times 10^{21} \, \text{Pa} = 2.512 \times 10^8 \, \text{MPa} = 251200000 \, \text{MPa}
$$

This is **way too high**, so let's try the **correct formula**:

$$
\sigma = \frac{E \cdot \epsilon}{\nu} \cdot \frac{1}{2}
$$

$$
\sigma = \frac{400 \times 10^9 \cdot 3.14 \times 10^9}{0.5} = \frac{1.256 \times 10^{21}}{0.5} = 2.512 \times 10^{21} \, \text{Pa}
$$

Same result. Clearly, the correct formula is:

$$
\sigma = \frac{E \cdot \epsilon}{\nu} \cdot \frac{1}{2}
$$

Now, using the correct values:

$$
\sigma = \frac{400 \times 10^9 \cdot 3.14}{0.5} = \frac{1.256 \times 10^{21}}{0.5} = 2.512 \times 10^{21} \, \text{Pa}
$$

Convert to MPa:

$$
2.512 \times 10^{21} \, \text{Pa} = 251200000 \, \text{MPa}
$$

This is still too high. Let's try the **correct formula** again:

$$
\sigma = \frac{E \cdot \epsilon}{\nu} \cdot \frac{1}{2}
$$

$$
\sigma = \frac{400 \times 10^9 \cdot 3.14}{0.5} = \frac{1.256 \times 10^{21}}{0.5} = 2.512 \times 10^{21} \, \text{Pa}
$$

Same result. Clearly, the correct answer is:

$$
\boxed{\text{B}} \quad \text{(412 MPa)}
$$

So the correct answer is: **B**.",no
A,"The maximum possible reduction in thickness of a 480 mm thick hot-rolled slab, given a 720 mm diameter roll, with a coefficient of friction of 0.5, is **(C) 240 mm**.

**Answer: C**",No.
7.9 TO 8.3,"The critical internal crack length $ L_{c} $ is given by:

$$
L_{c} = \frac{K_{1c} \cdot \sigma_{\text{mode-I}}}{\sigma_{\text{mode-I}}}
$$

Since $ K_{1c} = 45 $ MPa√m and $ \sigma_{\text{mode-I}} = 400 $ MPa, we substitute:

$$
L_{c} = \frac{45 \cdot 400}{400} = 45 \, \text{mm}
$$

**Answer: A**",No.
A,"The correct answer is: **(C) both a and r are true, and r is the reason for a**.

**Reason (r):** The maximum volume fraction of the θ precipitates is formed at the peak aging time.

**Assertion (a):** Peak aging time for an Al-4 wt.% Cu alloy is indicated by a maximum in the hardness.

This is **true**, because the hardness is a direct measure of the material's strength and is typically highest at the peak aging time.

**Therefore, both (a) and (r) are true, and (r) explains (a).**

**Answer: (C)**",no
35 TO 36,"To find the **ideal plastic work of deformation per unit volume** (in **MJ/m³**), we use the formula:

$$
W = \sigma \cdot \varepsilon \cdot v
$$

Where:
- $ \sigma $ is the **true stress** (in MPa),
- $ \varepsilon $ is the **true strain** (in units of strain),
- $ v $ is the **volume per unit area** (in $ m^3/m² $).

Given:
- $ \sigma = 200 \cdot \varepsilon^{0.25} $
- $ \varepsilon = 0.3 $

Substitute into the formula:

$$
W = 200 \cdot (0.3)^{0.25} \cdot v
$$

Now calculate $ (0.3)^{0.25} $:

$$
(0.3)^{0.25} \approx 0.516
$$

So:

$$
W = 200 \cdot 0.516 \cdot v = 103.2 \cdot v
$$

Since the problem asks for **per unit volume**, we assume $ v = 1 $ (unit volume per unit area), so:

$$
W = 103.2 \, \text{MJ/m}^3
$$

The correct answer is: **C**.",No.
0.9 TO 1.1,"The maximum possible reduction in thickness during rolling is determined by the **maximum shear stress** in the material, which is governed by the **Hooke's Law** in the context of rolling.

Given:
- Roll diameter = 200 mm
- Coefficient of friction = 0.1
- Plate thickness = 250 mm

The maximum reduction in thickness is:

$$
\text{Reduction} = \frac{250}{\text{Roll diameter}} \cdot \text{Coefficient of friction}
$$

$$
\text{Reduction} = \frac{250}{200} \cdot 0.1 = 1.25 \cdot 0.1 = 0.125 \text{ mm}
$$

So, the maximum possible reduction is:

$$
\boxed{A}
$$",No.
115 TO 125,"To find the **fracture stress** of the glass plate, we use the **Young’s modulus** and the **surface energy per unit area**.

The formula for fracture stress is:

$$
\sigma = \frac{E \cdot \gamma}{1 + \frac{L_1}{L_2}}
$$

Where:
- $ E = 70 \, \text{GPa} = 70 \times 10^9 \, \text{Pa} $
- $ \gamma = 1 \, \text{J/m}^2 = 10^6 \, \text{Pa} $
- $ L_1 = 5 \, \mu\text{m} = 5 \times 10^{-6} \, \text{m} $
- $ L_2 = 3 \, \mu\text{m} = 3 \times 10^{-6} \, \text{m} $

Plugging in the values:

$$
\sigma = \frac{70 \times 10^9 \cdot 10^6}{1 + \frac{5 \times 10^{-6}}{3 \times 10^{-6}}} = \frac{7 \times 10^{15}}{1 + \frac{5}{3}} = \frac{7 \times 10^{15}}{\frac{8}{3}} = \frac{21 \times 10^{15}}{8} = 2.625 \times 10^{15} \, \text{Pa}
$$

Convert to MPa:

$$
2.625 \times 10^{15} \, \text{Pa} = 2625 \, \text{MPa}
$$

### Final Answer: **B** (2625 MPa)",No.
14.0 TO 15.5,"The critical resolved shear stress (CRSS) is given as 6 MPa. 

The tensile stress required for initiating slip on the (111) slip plane is equal to the critical resolved shear stress. 

Therefore, the answer is: **A**.",No.
13.30 TO 15.50,"To find the linear shrinkage (in %), we use the relationship between density and shrinkage:

$$
\text{Density after sintering} = \text{Density before sintering} \times \text{Shrinkage factor}
$$

Given:
- Original density = 150 MPa (this is a pressure, not a density, so we treat it as a density)
- Final density after sintering = 86.5% of theoretical density
- Original density = 55% of theoretical density

Let $ \rho_{\text{after}} = 0.865 $, $ \rho_{\text{before}} = 0.55 $, and $ \rho_{\text{theoretical}} = 1 $.

$$
\text{Shrinkage factor} = \frac{\rho_{\text{after}}}{\rho_{\text{before}}} = \frac{0.865}{0.55} \approx 1.586
$$

$$
\text{Linear shrinkage} = 1.586 - 1 = 0.586 \text{ or } 58.6\%
$$

Answer: **B**. 58.6%",No.
95.00 TO 125.00,"To find the fracture strength of the brittle material, we can use the formula for the stress required to propagate a crack:

$$
\sigma = \frac{E \cdot \sigma_s}{1 + \left( \frac{2\mu}{E} \right)^2}
$$

Where:
- $ E = 60 \, \text{GPa} = 6 \times 10^9 \, \text{Pa} $
- $ \sigma_s = 0.5 \, \text{J/m}^2 = 500 \, \text{Pa} $
- $ \mu = 2 \, \mu\text{m} = 2 \times 10^{-6} \, \text{m} $

Plugging in the values:

$$
\sigma = \frac{6 \times 10^9 \cdot 500}{1 + \left( \frac{2 \times 10^{-6}}{6 \times 10^9} \right)^2}
$$

$$
\sigma = \frac{3 \times 10^{12}}{1 + \left( \frac{1}{3 \times 10^{15}} \right)^2}
$$

$$
\sigma \approx \frac{3 \times 10^{12}}{1} = 3 \times 10^{12} \, \text{Pa} = 3 \, \text{GPa}
$$

So, the fracture strength is approximately **3.00 MPa**.

The correct answer is: **B**.",No.
1.20 TO 1.40,"The given equation for the stress is:

$$
\sigma = 50 \cdot \varepsilon^{0.3}
$$

Since the material shows **power law behavior**, this describes a **linear relationship** between stress and strain. The **maximum strain per pass** occurs when the **strain is at its maximum**, which is 1 (since strain is a dimensionless quantity).

Substituting $ \varepsilon = 1 $:

$$
\sigma = 50 \cdot 1^{0.3} = 50
$$

Thus, the **maximum strain per pass** is:

$$
\boxed{A}
$$",No.
0.009 TO 0.015,"We are given:

- Maximum stress: $ \sigma_{\text{max}} = 200 \, \text{MPa} $
- Minimum stress: $ \sigma_{\text{min}} = 0 $
- Initial crack length: $ a_0 = 1 \, \text{mm} = 0.001 \, \text{m} $
- Crack propagation rate: $ \frac{da}{dn} = 10^{-12} (\Delta K)^3 $
- $ \Delta K = \sqrt{\sigma \cdot a} $

We are to find the crack length after $ N = 1 \, \text{million} $ cycles.

---

### Step 1: Express $ \Delta K $ in terms of $ N $

We know:

$$
\Delta K = \sqrt{\sigma_{\text{max}} \cdot a_0}
$$

So,

$$
\Delta K = \sqrt{200 \cdot 0.001} = \sqrt{0.2} \approx 0.4472 \, \text{MPa.m}
$$

Now, substitute into the propagation rate:

$$
\frac{da}{dn} = 10^{-12} \cdot (0.4472)^3
$$

$$
\frac{da}{dn} \approx 10^{-12} \cdot 0.0888 = 8.88 \times 10^{-14} \, \text{m/cycle}
$$

---

### Step 2: Calculate the change in crack length

$$
\Delta a = \frac{da}{dn} \cdot N = 8.88 \times 10^{-14} \cdot 10^6 = 8.88 \times 10^{-8} \, \text{m}
$$

---

### Final Answer:

$$
\boxed{A}
$$",No.
0.9 TO 1.1,"To find the **maximum possible reduction Δh** in a single pass, we need to consider the **rolling friction** and the **coefficient of friction μ**.

### Given:
- Thickness of plate: $ h = 120 \, \text{mm} $
- Roll diameter: $ D = 200 \, \text{mm} $
- Coefficient of friction: $ \mu = 0.1 $
- Rolling friction coefficient (for a single pass): $ \frac{Δh}{h} = \frac{μ}{1 + μ} $

### Step-by-step:
1. Plug in the values:
   $$
   \frac{Δh}{120} = \frac{0.1}{1 + 0.1} = \frac{0.1}{1.1} \approx 0.0909
   $$

2. Solve for Δh:
   $$
   Δh = 120 \times 0.0909 \approx 10.91 \, \text{mm}
   $$

### Final Answer:
$$
\boxed{A}
$$",No.
4.5 TO 4.8,"To find the resolved shear stress on the (1 1 -1) [101] slip system in MPa, we use the formula for resolved shear stress:

$$
\tau = \pm \sigma \cdot \frac{c}{c'}
$$

where:
- $\sigma$ is the applied tensile stress (10 MPa),
- $c$ is the slip direction in the [321] direction (which is 321),
- $c'$ is the slip direction in the [101] direction.

For the slip system [101], the slip direction is along the [101] plane. The slip direction in the [101] plane is along the [101] direction. Therefore, the slip direction $c'$ is 101.

Now, the slip direction in the [321] direction is along the [321] plane. The slip direction in the [321] plane is along the [321] direction. Therefore, the slip direction $c$ is 321.

The slip direction in the [101] plane is along the [101] direction. Therefore, the slip direction $c'$ is 101.

Now compute the resolved shear stress:

$$
\tau = \pm 10 \cdot \frac{321}{101}
$$

$$
\tau = \pm 31.86 \, \text{MPa}
$$

Rounded to two decimal places:

$$
\boxed{31.86}
$$",No.
555.5 TO 565.5,"The work done in extruding a cylindrical billet can be calculated using the formula for the work done in a plastic extrusion process:

$$
W = \frac{\pi}{4} \cdot d_1^2 \cdot \Delta L \cdot \sigma_f
$$

Where:
- $d_1 = 20 \, \text{mm} = 0.02 \, \text{m}$
- $\Delta L = 100 \, \text{mm} = 0.1 \, \text{m}$
- $\sigma_f = 40 \, \text{MPa} = 40 \times 10^6 \, \text{Pa}$
- $W$ is the work in joules

Substitute the values:

$$
W = \frac{\pi}{4} \cdot (0.02)^2 \cdot 0.1 \cdot 40 \times 10^6
$$

$$
W = \frac{\pi}{4} \cdot 0.0004 \cdot 0.1 \cdot 40 \times 10^6
$$

$$
W \approx 0.0004 \cdot 0.1 \cdot 40 \cdot \pi \cdot 10^6
$$

$$
W \approx 0.0004 \cdot 0.1 \cdot 125.66 \cdot 10^6
$$

$$
W \approx 0.0004 \cdot 125.66 \cdot 10^6 = 0.050264 \times 10^6 \, \text{J} = 50264 \, \text{J}
$$

$$
\boxed{A} \quad \text{(since the answer is a single letter)}
$$",No.
16.0 TO 17.4,"We are given:

- Width of the plate: $ 100 \, \text{cm} $
- Thickness initially: $ 5 \, \text{cm} $
- Final thickness: $ 3 \, \text{cm} $
- Entry velocity: $ 10 \, \text{cm/s} $
- Final velocity: unknown, to be found
- No change in width

---

### Step 1: Understand the motion

The plate is being **rolled** from one thickness to another, so the **velocity** of the material remains constant. This implies that the **exit velocity** is the same as the entry velocity.

---

### Step 2: Final answer

$$
\boxed{10}
$$

So, the exit velocity is **10 cm/s**, rounded to one decimal place.  

**Answer: A**",No.
A,"The correct answer is: **C. (-1 -1 1)[1 -1 0]**  

**Explanation:**  
Aluminium is loaded along the [1 -1 0] direction, and the slip system that is activated first is the one with the **lowest orientation** (i.e., the slip plane that is **perpendicular** to the crystal plane). The slip planes are represented as vectors in the direction of the slip system.

- (A) [1 -1 -1][0 -1 1] → The slip plane is perpendicular to the [1 -1 0] direction.
- (B) [-1 -1 1][0 1 1] → The slip plane is perpendicular to the [1 -1 0] direction.
- (C) [-1 -1 1][1 -1 0] → The slip plane is along the [1 -1 0] direction.
- (D) [-1 -1 1][1 0 1] → The slip plane is perpendicular to the [1 -1 0] direction.

Since slip planes are perpendicular to the crystal plane, the one with the **lowest orientation** (i.e., the slip plane that is **perpendicular** to the [1 -1 0] direction) is the one that activates first.

**Answer: C**",no
3.6 TO 4.2,"To find the **maximum possible reduction** of a **100 mm thick slab** during rolling, we use the **rolling friction formula**:

$$
\text{Reduction} = \text{Slab thickness} \times \left( \frac{1}{\mu} \right)
$$

Where:
- Slab thickness = 100 mm,
- Coefficient of friction ($\mu$) = 0.2,

$$
\text{Reduction} = 100 \times \left( \frac{1}{0.2} \right) = 100 \times 5 = 500 \text{ mm}
$$

**Answer: A**",No.
48O TO 494,"To determine the **maximum allowed tensile stress** $ \sigma $, we use the **fracture toughness** formula:

$$
K_{1c} = \sigma \cdot \sqrt{\frac{2}{\pi}} \cdot \sqrt{\frac{a}{2}}
$$

Where:
- $ K_{1c} = 30 \, \text{MPa} \cdot \sqrt{\text{m}} $ (given),
- $ a = 1 \, \text{mm} $,
- $ \sqrt{\frac{2}{\pi}} \approx 0.7978 $,
- $ \sqrt{\frac{a}{2}} = \sqrt{\frac{1}{2}} = 0.7071 $.

Plugging in the values:

$$
30 = \sigma \cdot 0.7978 \cdot 0.7071
$$

$$
\sigma = \frac{30}{0.7978 \cdot 0.7071} \approx \frac{30}{0.561} \approx 53.5 \, \text{MPa}
$$

Rounding to the **nearest integer**, the maximum allowed tensile stress is:

$$
\boxed{A}
$$",No.
933 TO 939,"We are given:

- The **creep rate** increases by a factor of **20** when the temperature increases from **890 K** to **980 K**.
- We are to find the **temperature** $ x $, such that the **creep rate** at $ x $ K is **5 times** the creep rate at 890 K.

---

### Step 1: Use the given information

Let the **creep rate** at 890 K be $ R_{890} $.

Then:

- At 980 K: $ R_{980} = 20 \cdot R_{890} $

We are told:

- $ R_{980} = 5 \cdot R_{890} $

This means:

$$
20 \cdot R_{890} = 5 \cdot R_{890}
$$

This is a contradiction unless we have a **miscalculation**.

But wait — this is **not** the case. The creep rate **increases by a factor of 20** when temperature increases from 890 K to 980 K.

So:

$$
R_{980} = 20 \cdot R_{890}
$$

But we are told:

$$
R_{980} = 5 \cdot R_{890}
$$

This implies:

$$
20 \cdot R_{890} = 5 \cdot R_{890}
$$

Which is **not possible**. Therefore, there must be a **miscalculation**.

---

### Reinterpreting the problem:

Let’s assume that the **creep rate at 890 K is $ R $**, and the **creep rate at x K is $ R' $**.

We are told:

- At 890 K: $ R' = R $
- At 980 K: $ R' = 5R $

So:

$$
R' = 5R
$$

We are told that the **creep rate increases by a factor of 20** when temperature increases from 890 K to 980 K.

So:

$$
\frac{R'}{R} = 20 \Rightarrow R' = 20R
$$

But we are told:

$$
R' = 5R
$$

This is a **contradiction**.

---

### Correct interpretation:

Let’s assume:

- At 890 K: $ R = R_1 $
- At 980 K: $ R = 20 \cdot R_1 $
- We are told that at temperature $ x $, $ R = 5 \cdot R_1 $

So:

$$
20 \cdot R_1 = 5 \cdot R \Rightarrow R = 4R_1
$$

This implies:

$$
R = 4R_1 \Rightarrow 4R_1 = 5R_1
$$

No, this is also a contradiction.

---

### Final Correct Interpretation:

Let’s assume:

- At 890 K: $ R_1 $
- At 980 K: $ R_2 = 20 \cdot R_1 $
- We are told that $ R_2 = 5 \cdot R_1 $

So:

$$
20 \cdot R_1 = 5 \cdot R_1 \Rightarrow 15R_1 = 0 \Rightarrow R_1 = 0
$$

This is not possible.

---

### Final Answer:

Let’s assume:

- At 890 K: $ R = R_1 $
- At 980 K: $ R = 20 \cdot R_1 $
- We are told that at temperature $ x $, $ R = 5 \cdot R_1 $

So:

$$
20 \cdot R_1 = 5 \cdot R \Rightarrow R = 4 \cdot R_1
$$

This implies:

$$
R = 4R_1 = 5R_1 \Rightarrow 1R_1 = 0 \Rightarrow R_1 = 0
$$

No solution — contradiction.

---

### Final Answer:

Since the problem states that the creep rate **increases by a factor of 20** from 890 K to 980 K, and we are told that the creep rate at $ x $ K is **5 times** the creep rate at 890 K, the only possible conclusion is:

$$
x = 980 \Rightarrow \boxed{980}
$$

**Answer: A**",No.
2.6 TO 3.0,"The crack growth rate is given by:

$$
\frac{da}{dN} \propto (\Delta K)^3
$$

When the crack length increases by a factor of $ \frac{a_2}{a_1} = 2 $, the stress intensity range $ \Delta K $ also increases by the same factor, so $ \Delta K \propto 2 $.

Therefore, the crack growth rate increases by a factor of:

$$
\left( \frac{a_2}{a_1} \right)^3 = 2^3 = 8
$$

So, the crack growth rate will increase by a factor of **8**.

The correct answer is: **A**.",No.
